OrderID,Customer Id,Product,Region,OrderDate,Quantity,UnitPrice,Total Sales/ revenue,Average sales
1007,Cus1352,Shirt,East,7/31/2023,12,40,480,326.71622
1008,Cus1322,Shoes,West,8/31/2023,4,15,60,308.59960
1009,Cus1394,Hat,North,9/30/2023,7,10,70,158.83956
1010,Cus1499,Socks,South,10/31/2023,9,30,270,121.89573
1011,Cus1202,Jacket,East,11/30/2023,6,35,210,139.95273
1012,Cus1173,Gloves,West,12/31/2023,5,20,100,200.06770
1013,Cus1181,Shirt,North,1/31/2024,8,50,400,326.61258
1014,Cus1431,Shoes,South,2/29/2024,10,60,600,308.72534
1015,Cus1230,Hat,East,3/31/2024,11,10,110,158.88440
1016,Cus1382,Socks,West,4/30/2024,4,20,80,121.79539
1017,Cus1236,Jacket,North,5/31/2024,3,30,90,139.90541
1018,Cus1106,Gloves,South,6/30/2024,12,25,300,200.13550
1019,Cus1410,Shoes,East,7/31/2024,5,15,75,308.57794
1020,Cus1460,Hat,West,8/31/2024,7,50,350,158.90909
1001,Cus1035,Shirt,North,1/31/2023,5,20,100,326.56292
1002,Cus1332,Shoes,South,2/28/2023,10,50,500,308.69620
1003,Cus1150,Hat,East,3/31/2023,7,15,105,158.81253
1004,Cus1355,Socks,West,4/30/2023,3,5,15,121.82373
1005,Cus1341,Jacket,North,5/31/2023,2,60,120,139.93915
1006,Cus1203,Gloves,South,6/30/2023,8,25,200,200.06780
1007,Cus1443,Shirt,East,7/31/2023,12,40,480,326.71632
1008,Cus1397,Shoes,West,8/31/2023,4,15,60,308.59929
1009,Cus1241,Hat,North,9/30/2023,7,10,70,158.83974
1010,Cus1277,Socks,South,10/31/2023,9,30,270,121.89620
1011,Cus1435,Jacket,East,11/30/2023,6,35,210,139.95264
1012,Cus1048,Gloves,West,12/31/2023,5,20,100,200.06784
1013,Cus1090,Shirt,North,1/31/2024,8,50,400,326.61247
1014,Cus1270,Shoes,South,2/29/2024,10,60,600,308.72529
1015,Cus1139,Hat,East,3/31/2024,11,10,110,158.88467
1016,Cus1323,Socks,West,4/30/2024,4,20,80,121.79566
1017,Cus1361,Jacket,North,5/31/2024,3,30,90,139.90521
1018,Cus1414,Gloves,South,6/30/2024,12,25,300,200.13578
1019,Cus1026,Shoes,East,7/31/2024,5,15,75,308.57759
1020,Cus1054,Hat,West,8/31/2024,7,50,350,158.90941
1001,Cus1134,Shirt,North,1/31/2023,5,20,100,326.56271
1002,Cus1322,Shoes,South,2/28/2023,10,50,500,308.69609
1003,Cus1295,Hat,East,3/31/2023,7,15,105,158.81266
1004,Cus1243,Socks,West,4/30/2023,3,5,15,121.82405
1005,Cus1161,Jacket,North,5/31/2023,2,60,120,139.93902
1006,Cus1121,Gloves,South,6/30/2023,8,25,200,200.06793
1007,Cus1483,Shirt,East,7/31/2023,12,40,480,326.71642
1008,Cus1073,Shoes,West,8/31/2023,4,15,60,308.59898
1009,Cus1338,Hat,North,9/30/2023,7,10,70,158.83992
1010,Cus1012,Socks,South,10/31/2023,9,30,270,121.89667
1011,Cus1433,Jacket,East,11/30/2023,6,35,210,139.95254
1012,Cus1416,Gloves,West,12/31/2023,5,20,100,200.06798
1013,Cus1233,Shirt,North,1/31/2024,8,50,400,326.61236
1014,Cus1059,Shoes,South,2/29/2024,10,60,600,308.72524
1015,Cus1006,Hat,East,3/31/2024,11,10,110,158.88495
1016,Cus1056,Socks,West,4/30/2024,4,20,80,121.79592
1017,Cus1243,Jacket,North,5/31/2024,3,30,90,139.90502
1018,Cus1045,Gloves,South,6/30/2024,12,25,300,200.13605
1019,Cus1075,Shoes,East,7/31/2024,5,15,75,308.57724
1020,Cus1015,Hat,West,8/31/2024,7,50,350,158.90974
1001,Cus1493,Shirt,North,1/31/2023,5,20,100,326.56250
1002,Cus1068,Shoes,South,2/28/2023,10,50,500,308.69598
1003,Cus1483,Hat,East,3/31/2023,7,15,105,158.81279
1004,Cus1279,Socks,West,4/30/2023,3,5,15,121.82437
1005,Cus1082,Jacket,North,5/31/2023,2,60,120,139.93890
1006,Cus1408,Gloves,South,6/30/2023,8,25,200,200.06807
1007,Cus1136,Shirt,East,7/31/2023,12,40,480,326.71652
1008,Cus1133,Shoes,West,8/31/2023,4,15,60,308.59868
1009,Cus1306,Hat,North,9/30/2023,7,10,70,158.84010
1010,Cus1486,Socks,South,10/31/2023,9,30,270,121.89714
1011,Cus1422,Jacket,East,11/30/2023,6,35,210,139.95245
1012,Cus1318,Gloves,West,12/31/2023,5,20,100,200.06812
1013,Cus1184,Shirt,North,1/31/2024,8,50,400,326.61224
1014,Cus1240,Shoes,South,2/29/2024,10,60,600,308.72519
1015,Cus1118,Hat,East,3/31/2024,11,10,110,158.88522
1016,Cus1472,Socks,West,4/30/2024,4,20,80,121.79618
1017,Cus1134,Jacket,North,5/31/2024,3,30,90,139.90483
1018,Cus1251,Gloves,South,6/30/2024,12,25,300,200.13633
1019,Cus1345,Shoes,East,7/31/2024,5,15,75,308.57688
1020,Cus1150,Hat,West,8/31/2024,7,50,350,158.91006
1001,Cus1283,Shirt,North,1/31/2023,5,20,100,326.56229
1002,Cus1044,Shoes,South,2/28/2023,10,50,500,308.69587
1003,Cus1345,Hat,East,3/31/2023,7,15,105,158.81291
1004,Cus1425,Socks,West,4/30/2023,3,5,15,121.82469
1005,Cus1215,Jacket,North,5/31/2023,2,60,120,139.93878
1006,Cus1193,Gloves,South,6/30/2023,8,25,200,200.06821
1007,Cus1332,Shirt,East,7/31/2023,12,40,480,326.71662
1008,Cus1361,Shoes,West,8/31/2023,4,15,60,308.59837
1009,Cus1088,Hat,North,9/30/2023,7,10,70,158.84028
1010,Cus1186,Socks,South,10/31/2023,9,30,270,121.89761
1011,Cus1148,Jacket,East,11/30/2023,6,35,210,139.95235
1012,Cus1343,Gloves,West,12/31/2023,5,20,100,200.06826
1013,Cus1316,Shirt,North,1/31/2024,8,50,400,326.61213
1014,Cus1114,Shoes,South,2/29/2024,10,60,600,308.72514
1015,Cus1293,Hat,East,3/31/2024,11,10,110,158.88550
1016,Cus1211,Socks,West,4/30/2024,4,20,80,121.79645
1017,Cus1060,Jacket,North,5/31/2024,3,30,90,139.90463
1018,Cus1388,Gloves,South,6/30/2024,12,25,300,200.13661
1019,Cus1141,Shoes,East,7/31/2024,5,15,75,308.57653
1020,Cus1035,Hat,West,8/31/2024,7,50,350,158.91039
1001,Cus1188,Shirt,North,1/31/2023,5,20,100,326.56207
1002,Cus1036,Shoes,South,2/28/2023,10,50,500,308.69576
1003,Cus1031,Hat,East,3/31/2023,7,15,105,158.81304
1004,Cus1369,Socks,West,4/30/2023,3,5,15,121.82502
1005,Cus1128,Jacket,North,5/31/2023,2,60,120,139.93865
1006,Cus1450,Gloves,South,6/30/2023,8,25,200,200.06835
1007,Cus1111,Shirt,East,7/31/2023,12,40,480,326.71672
1008,Cus1402,Shoes,West,8/31/2023,4,15,60,308.59806
1009,Cus1063,Hat,North,9/30/2023,7,10,70,158.84047
1010,Cus1367,Socks,South,10/31/2023,9,30,270,121.89808
1011,Cus1198,Jacket,East,11/30/2023,6,35,210,139.95225
1012,Cus1301,Gloves,West,12/31/2023,5,20,100,200.06840
1013,Cus1128,Shirt,North,1/31/2024,8,50,400,326.61202
1014,Cus1257,Shoes,South,2/29/2024,10,60,600,308.72509
1015,Cus1373,Hat,East,3/31/2024,11,10,110,158.88577
1016,Cus1273,Socks,West,4/30/2024,4,20,80,121.79671
1017,Cus1099,Jacket,North,5/31/2024,3,30,90,139.90444
1018,Cus1275,Gloves,South,6/30/2024,12,25,300,200.13689
1019,Cus1318,Shoes,East,7/31/2024,5,15,75,308.57618
1020,Cus1108,Hat,West,8/31/2024,7,50,350,158.91071
1001,Cus1084,Shirt,North,1/31/2023,5,20,100,326.56186
1002,Cus1113,Shoes,South,2/28/2023,10,50,500,308.69565
1004,Cus1254,Socks,West,4/30/2023,3,5,15,121.82534
1005,Cus1399,Jacket,North,5/31/2023,2,60,120,139.93852
1006,Cus1210,Gloves,South,6/30/2023,8,25,200,200.06849
1007,Cus1267,Shirt,East,7/31/2023,12,40,480,326.71683
1008,Cus1231,Shoes,West,8/31/2023,4,15,60,308.59775
1010,Cus1433,Socks,South,10/31/2023,9,30,270,121.89856
1011,Cus1056,Jacket,East,11/30/2023,6,35,210,139.95215
1012,Cus1203,Gloves,West,12/31/2023,5,20,100,200.06854
1013,Cus1387,Shirt,North,1/31/2024,8,50,400,326.61191
1014,Cus1484,Shoes,South,2/29/2024,10,60,600,308.72504
1015,Cus1423,Hat,East,3/31/2024,11,10,110,158.81317
1016,Cus1135,Socks,West,4/30/2024,4,20,80,121.79698
1017,Cus1123,Jacket,North,5/31/2024,3,30,90,139.90424
1018,Cus1179,Gloves,South,6/30/2024,12,25,300,200.13717
1019,Cus1296,Shoes,East,7/31/2024,5,15,75,308.57582
1020,Cus1444,Hat,West,8/31/2024,7,50,350,158.83810
1001,Cus1066,Shirt,North,1/31/2023,5,20,100,326.56164
1002,Cus1096,Shoes,South,2/28/2023,10,50,500,308.69554
1003,Cus1252,Hat,East,3/31/2023,7,15,105,158.74042
1004,Cus1071,Socks,West,4/30/2023,3,5,15,121.82567
1005,Cus1181,Jacket,North,5/31/2023,2,60,120,139.93840
1006,Cus1428,Gloves,South,6/30/2023,8,25,200,200.06863
1007,Cus1177,Shirt,East,7/31/2023,12,40,480,326.71693
1008,Cus1035,Shoes,West,8/31/2023,4,15,60,308.59744
1009,Cus1406,Hat,North,9/30/2023,7,10,70,158.76789
1010,Cus1120,Socks,South,10/31/2023,9,30,270,121.89904
1011,Cus1092,Jacket,East,11/30/2023,6,35,210,139.95205
1012,Cus1374,Gloves,West,12/31/2023,5,20,100,200.06868
1013,Cus1384,Shirt,North,1/31/2024,8,50,400,326.61180
1014,Cus1046,Shoes,South,2/29/2024,10,60,600,308.72499
1015,Cus1308,Hat,East,3/31/2024,11,10,110,158.81330
1016,Cus1105,Socks,West,4/30/2024,4,20,80,121.79725
1017,Cus1493,Jacket,North,5/31/2024,3,30,90,139.90404
1018,Cus1372,Gloves,South,6/30/2024,12,25,300,200.13746
1019,Cus1233,Shoes,East,7/31/2024,5,15,75,308.57546
1020,Cus1322,Hat,West,8/31/2024,7,50,350,158.83828
1001,Cus1371,Shirt,North,1/31/2023,5,20,100,326.56143
1002,Cus1402,Shoes,South,2/28/2023,10,50,500,308.69543
1003,Cus1207,Hat,East,3/31/2023,7,15,105,158.74040
1004,Cus1280,Socks,West,4/30/2023,3,5,15,121.82600
1005,Cus1041,Jacket,North,5/31/2023,2,60,120,139.93827
1006,Cus1325,Gloves,South,6/30/2023,8,25,200,200.06878
1007,Cus1069,Shirt,East,7/31/2023,12,40,480,326.71703
1008,Cus1227,Shoes,West,8/31/2023,4,15,60,308.59712
1009,Cus1487,Hat,North,9/30/2023,7,10,70,158.76793
1010,Cus1272,Socks,South,10/31/2023,9,30,270,121.89952
1011,Cus1238,Jacket,East,11/30/2023,6,35,210,139.95196
1012,Cus1105,Gloves,West,12/31/2023,5,20,100,200.06882
1013,Cus1493,Shirt,North,1/31/2024,8,50,400,326.61168
1014,Cus1441,Shoes,South,2/29/2024,10,60,600,308.72494
1015,Cus1022,Hat,East,3/31/2024,11,10,110,158.81343
1016,Cus1132,Socks,West,4/30/2024,4,20,80,121.79752
1017,Cus1071,Jacket,North,5/31/2024,3,30,90,139.90385
1018,Cus1457,Gloves,South,6/30/2024,12,25,300,200.13774
1019,Cus1101,Shoes,East,7/31/2024,5,15,75,308.57510
1020,Cus1021,Hat,West,8/31/2024,7,50,350,158.83846
1001,Cus1083,Shirt,North,1/31/2023,5,20,100,326.56121
1002,Cus1231,Shoes,South,2/28/2023,10,50,500,308.69532
1003,Cus1027,Hat,East,3/31/2023,7,15,105,158.74038
1004,Cus1465,Socks,West,4/30/2023,3,5,15,121.82633
1005,Cus1098,Jacket,North,5/31/2023,2,60,120,139.93814
1006,Cus1119,Gloves,South,6/30/2023,8,25,200,200.06892
1007,Cus1496,Shirt,East,7/31/2023,12,40,480,326.71714
1008,Cus1173,Shoes,West,8/31/2023,4,15,60,308.59681
1009,Cus1206,Hat,North,9/30/2023,7,10,70,158.76797
1010,Cus1282,Socks,South,10/31/2023,9,30,270,121.90000
1011,Cus1266,Jacket,East,11/30/2023,6,35,210,139.95186
1012,Cus1261,Gloves,West,12/31/2023,5,20,100,200.06897
1013,Cus1345,Shirt,North,1/31/2024,8,50,400,326.61157
1014,Cus1419,Shoes,South,2/29/2024,10,60,600,308.72488
1015,Cus1347,Hat,East,3/31/2024,11,10,110,158.81356
1016,Cus1279,Socks,West,4/30/2024,4,20,80,121.79779
1017,Cus1097,Jacket,North,5/31/2024,3,30,90,139.90365
1018,Cus1346,Gloves,South,6/30/2024,12,25,300,200.13803
1019,Cus1084,Shoes,East,7/31/2024,5,15,75,308.57474
1020,Cus1265,Hat,West,8/31/2024,7,50,350,158.83864
1001,Cus1459,Shirt,North,1/31/2023,5,20,100,326.56099
1002,Cus1493,Shoes,South,2/28/2023,10,50,500,308.69520
1003,Cus1093,Hat,East,3/31/2023,7,15,105,158.74036
1004,Cus1145,Socks,West,4/30/2023,3,5,15,121.82666
1005,Cus1016,Jacket,North,5/31/2023,2,60,120,139.93802
1006,Cus1347,Gloves,South,6/30/2023,8,25,200,200.06906
1007,Cus1405,Shirt,East,7/31/2023,12,40,480,326.71724
1008,Cus1413,Shoes,West,8/31/2023,4,15,60,308.59649
1009,Cus1032,Hat,North,9/30/2023,7,10,70,158.76800
1010,Cus1208,Socks,South,10/31/2023,9,30,270,121.90048
1011,Cus1226,Jacket,East,11/30/2023,6,35,210,139.95176
1012,Cus1472,Gloves,West,12/31/2023,5,20,100,200.06911
1013,Cus1482,Shirt,North,1/31/2024,8,50,400,326.61146
1014,Cus1480,Shoes,South,2/29/2024,10,60,600,308.72483
1015,Cus1367,Hat,East,3/31/2024,11,10,110,158.81369
1016,Cus1127,Socks,West,4/30/2024,4,20,80,121.79806
1017,Cus1344,Jacket,North,5/31/2024,3,30,90,139.90345
1018,Cus1456,Gloves,South,6/30/2024,12,25,300,200.13831
1019,Cus1213,Shoes,East,7/31/2024,5,15,75,308.57438
1020,Cus1242,Hat,West,8/31/2024,7,50,350,158.83883
1001,Cus1058,Shirt,North,1/31/2023,5,20,100,326.56077
1002,Cus1013,Shoes,South,2/28/2023,10,50,500,308.69509
1003,Cus1008,Hat,East,3/31/2023,7,15,105,158.74034
1004,Cus1091,Socks,West,4/30/2023,3,5,15,121.82699
1005,Cus1270,Jacket,North,5/31/2023,2,60,120,139.93789
1006,Cus1013,Gloves,South,6/30/2023,8,25,200,200.06920
1007,Cus1283,Shirt,East,7/31/2023,12,40,480,326.71735
1008,Cus1017,Shoes,West,8/31/2023,4,15,60,308.59617
1009,Cus1280,Hat,North,9/30/2023,7,10,70,158.76804
1010,Cus1319,Socks,South,10/31/2023,9,30,270,121.90097
1011,Cus1367,Jacket,East,11/30/2023,6,35,210,139.95166
1012,Cus1137,Gloves,West,12/31/2023,5,20,100,200.06925
1013,Cus1178,Shirt,North,1/31/2024,8,50,400,326.61134
1014,Cus1084,Shoes,South,2/29/2024,10,60,600,308.72478
1015,Cus1190,Hat,East,3/31/2024,11,10,110,158.81382
1016,Cus1395,Socks,West,4/30/2024,4,20,80,121.79834
1017,Cus1152,Jacket,North,5/31/2024,3,30,90,139.90325
1018,Cus1207,Gloves,South,6/30/2024,12,25,300,200.13860
1019,Cus1033,Shoes,East,7/31/2024,5,15,75,308.57402
1020,Cus1188,Hat,West,8/31/2024,7,50,350,158.83901
1001,Cus1314,Shirt,North,1/31/2023,5,20,100,326.56055
1002,Cus1440,Shoes,South,2/28/2023,10,50,500,308.69498
1003,Cus1239,Hat,East,3/31/2023,7,15,105,158.74032
1004,Cus1353,Socks,West,4/30/2023,3,5,15,121.82732
1005,Cus1291,Jacket,North,5/31/2023,2,60,120,139.93776
1006,Cus1096,Gloves,South,6/30/2023,8,25,200,200.06935
1007,Cus1291,Shirt,East,7/31/2023,12,40,480,326.71745
1008,Cus1347,Shoes,West,8/31/2023,4,15,60,308.59585
1009,Cus1047,Hat,North,9/30/2023,7,10,70,158.76808
1010,Cus1173,Socks,South,10/31/2023,9,30,270,121.90146
1011,Cus1042,Jacket,East,11/30/2023,6,35,210,139.95156
1012,Cus1106,Gloves,West,12/31/2023,5,20,100,200.06940
1013,Cus1313,Shirt,North,1/31/2024,8,50,400,326.61123
1014,Cus1241,Shoes,South,2/29/2024,10,60,600,308.72473
1015,Cus1044,Hat,East,3/31/2024,11,10,110,158.81395
1016,Cus1404,Socks,West,4/30/2024,4,20,80,121.79861
1017,Cus1379,Jacket,North,5/31/2024,3,30,90,139.90305
1018,Cus1344,Gloves,South,6/30/2024,12,25,300,200.13889
1019,Cus1320,Shoes,East,7/31/2024,5,15,75,308.57365
1020,Cus1119,Hat,West,8/31/2024,7,50,350,158.83919
1001,Cus1180,Shirt,North,1/31/2023,5,20,100,326.56033
1002,Cus1103,Shoes,South,2/28/2023,10,50,500,308.69486
1003,Cus1162,Hat,East,3/31/2023,7,15,105,158.74030
1004,Cus1489,Socks,West,4/30/2023,3,5,15,121.82766
1005,Cus1141,Jacket,North,5/31/2023,2,60,120,139.93763
1006,Cus1374,Gloves,South,6/30/2023,8,25,200,200.06949
1007,Cus1006,Shirt,East,7/31/2023,12,40,480,326.71756
1008,Cus1204,Shoes,West,8/31/2023,4,15,60,308.59553
1009,Cus1183,Hat,North,9/30/2023,7,10,70,158.76812
1010,Cus1041,Socks,South,10/31/2023,9,30,270,121.90195
1011,Cus1489,Jacket,East,11/30/2023,6,35,210,139.95146
1012,Cus1328,Gloves,West,12/31/2023,5,20,100,200.06954
1013,Cus1500,Shirt,North,1/31/2024,8,50,400,326.61111
1014,Cus1285,Shoes,South,2/29/2024,10,60,600,308.72468
1015,Cus1154,Hat,East,3/31/2024,11,10,110,158.81409
1016,Cus1298,Socks,West,4/30/2024,4,20,80,121.79889
1017,Cus1418,Jacket,North,5/31/2024,3,30,90,139.90285
1018,Cus1109,Gloves,South,6/30/2024,12,25,300,200.13918
1019,Cus1333,Shoes,East,7/31/2024,5,15,75,308.57328
1020,Cus1126,Hat,West,8/31/2024,7,50,350,158.83938
1001,Cus1135,Shirt,North,1/31/2023,5,20,100,326.56011
1002,Cus1179,Shoes,South,2/28/2023,10,50,500,308.69475
1003,Cus1235,Hat,East,3/31/2023,7,15,105,158.74028
1004,Cus1255,Socks,West,4/30/2023,3,5,15,121.82799
1005,Cus1442,Jacket,North,5/31/2023,2,60,120,139.93750
1006,Cus1293,Gloves,South,6/30/2023,8,25,200,200.06964
1007,Cus1161,Shirt,East,7/31/2023,12,40,480,326.71766
1009,Cus1170,Hat,North,9/30/2023,7,10,70,158.76815
1010,Cus1403,Socks,South,10/31/2023,9,30,270,121.90244
1011,Cus1452,Jacket,East,11/30/2023,6,35,210,139.95136
1012,Cus1159,Gloves,West,12/31/2023,5,20,100,200.06969
1013,Cus1483,Shirt,North,1/31/2024,8,50,400,326.61100
1014,Cus1146,Shoes,South,2/29/2024,10,60,600,308.59521
1015,Cus1024,Hat,East,3/31/2024,11,10,110,158.81422
1016,Cus1325,Socks,West,4/30/2024,4,20,80,121.79916
1017,Cus1426,Jacket,North,5/31/2024,3,30,90,139.90264
1018,Cus1230,Gloves,South,6/30/2024,12,25,300,200.13947
1019,Cus1249,Shoes,East,7/31/2024,5,15,75,308.44352
1020,Cus1120,Hat,West,8/31/2024,7,50,350,158.83956
1002,Cus1174,Shoes,South,2/28/2023,10,50,500,308.56510
1003,Cus1069,Hat,East,3/31/2023,7,15,105,158.74026
1004,Cus1113,Socks,West,4/30/2023,3,5,15,121.82833
1005,Cus1091,Jacket,North,5/31/2023,2,60,120,139.93737
1006,Cus1362,Gloves,South,6/30/2023,8,25,200,200.06978
1007,Cus1436,Shirt,East,7/31/2023,12,40,480,326.55989
1008,Cus1226,Shoes,West,8/31/2023,4,15,60,308.46535
1009,Cus1361,Hat,North,9/30/2023,7,10,70,158.76819
1010,Cus1487,Socks,South,10/31/2023,9,30,270,121.90293
1011,Cus1487,Jacket,East,11/30/2023,6,35,210,139.95125
1012,Cus1188,Gloves,West,12/31/2023,5,20,100,200.06983
1013,Cus1245,Shirt,North,1/31/2024,8,50,400,326.45296
1014,Cus1436,Shoes,South,2/29/2024,10,60,600,308.59489
1015,Cus1211,Hat,East,3/31/2024,11,10,110,158.81435
1016,Cus1164,Socks,West,4/30/2024,4,20,80,121.79944
1017,Cus1098,Jacket,North,5/31/2024,3,30,90,139.90244
1018,Cus1500,Gloves,South,6/30/2024,12,25,300,200.13976
1019,Cus1409,Shoes,East,7/31/2024,5,15,75,308.44288
1020,Cus1277,Hat,West,8/31/2024,7,50,350,158.83975
1001,Cus1255,Shirt,North,1/31/2023,5,20,100,326.40167
1002,Cus1436,Shoes,South,2/28/2023,10,50,500,308.56472
1003,Cus1126,Hat,East,3/31/2023,7,15,105,158.74024
1004,Cus1481,Socks,West,4/30/2023,3,5,15,121.82867
1005,Cus1020,Jacket,North,5/31/2023,2,60,120,139.93724
1006,Cus1224,Gloves,South,6/30/2023,8,25,200,200.06993
1007,Cus1159,Shirt,East,7/31/2023,12,40,480,326.55967
1008,Cus1216,Shoes,West,8/31/2023,4,15,60,308.46475
1009,Cus1409,Hat,North,9/30/2023,7,10,70,158.76823
1010,Cus1155,Socks,South,10/31/2023,9,30,270,121.90343
1011,Cus1275,Jacket,East,11/30/2023,6,35,210,139.95115
1013,Cus1062,Shirt,North,1/31/2024,8,50,400,326.45251
1014,Cus1126,Shoes,South,2/29/2024,10,60,600,308.59457
1015,Cus1477,Hat,East,3/31/2024,11,10,110,158.81449
1016,Cus1361,Socks,West,4/30/2024,4,20,80,121.79972
1017,Cus1492,Jacket,North,5/31/2024,3,30,90,139.90223
1018,Cus1171,Gloves,South,6/30/2024,12,25,300,200.06998
1019,Cus1114,Shoes,East,7/31/2024,5,15,75,308.44224
1020,Cus1492,Hat,West,8/31/2024,7,50,350,158.83994
1001,Cus1165,Shirt,North,1/31/2023,5,20,100,326.40112
1002,Cus1122,Shoes,South,2/28/2023,10,50,500,308.56433
1003,Cus1067,Hat,East,3/31/2023,7,15,105,158.74022
1004,Cus1267,Socks,West,4/30/2023,3,5,15,121.82901
1005,Cus1322,Jacket,North,5/31/2023,2,60,120,139.93711
1006,Cus1002,Gloves,South,6/30/2023,8,25,200,200.00000
1007,Cus1117,Shirt,East,7/31/2023,12,40,480,326.55944
1008,Cus1197,Shoes,West,8/31/2023,4,15,60,308.46415
1009,Cus1190,Hat,North,9/30/2023,7,10,70,158.76827
1010,Cus1302,Socks,South,10/31/2023,9,30,270,121.90393
1011,Cus1174,Jacket,East,11/30/2023,6,35,210,139.95105
1012,Cus1400,Gloves,West,12/31/2023,5,20,100,200.00000
1013,Cus1336,Shirt,North,1/31/2024,8,50,400,326.45206
1014,Cus1245,Shoes,South,2/29/2024,10,60,600,308.59424
1015,Cus1221,Hat,East,3/31/2024,11,10,110,158.81462
1016,Cus1117,Socks,West,4/30/2024,4,20,80,121.80000
1017,Cus1334,Jacket,North,5/31/2024,3,30,90,139.90203
1018,Cus1108,Gloves,South,6/30/2024,12,25,300,200.07013
1019,Cus1291,Shoes,East,7/31/2024,5,15,75,308.44159
1020,Cus1446,Hat,West,8/31/2024,7,50,350,158.84013
1001,Cus1292,Shirt,North,1/31/2023,5,20,100,326.40056
1002,Cus1300,Shoes,South,2/28/2023,10,50,500,308.56394
1004,Cus1213,Socks,West,4/30/2023,3,5,15,121.82935
1005,Cus1074,Jacket,North,5/31/2023,2,60,120,139.93697
1006,Cus1376,Gloves,South,6/30/2023,8,25,200,200.00000
1007,Cus1327,Shirt,East,7/31/2023,12,40,480,326.55922
1008,Cus1103,Shoes,West,8/31/2023,4,15,60,308.46356
1009,Cus1476,Hat,North,9/30/2023,7,10,70,158.74020
1010,Cus1395,Socks,South,10/31/2023,9,30,270,121.90443
1011,Cus1282,Jacket,East,11/30/2023,6,35,210,139.95095
1012,Cus1470,Gloves,West,12/31/2023,5,20,100,200.00000
1013,Cus1249,Shirt,North,1/31/2024,8,50,400,326.45161
1014,Cus1064,Shoes,South,2/29/2024,10,60,600,308.59391
1015,Cus1321,Hat,East,3/31/2024,11,10,110,158.78661
1016,Cus1031,Socks,West,4/30/2024,4,20,80,121.80028
1017,Cus1213,Jacket,North,5/31/2024,3,30,90,139.90182
1018,Cus1406,Gloves,South,6/30/2024,12,25,300,200.07027
1020,Cus1436,Hat,West,8/31/2024,7,50,350,158.81214
